Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -8.000000e+001  1.000000e+000  1.000000e+000
  161    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
   45 -2.200000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   46 -2.250000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   47 -2.300000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   48 -2.350000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   49 -2.400000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   50 -2.450000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   51 -2.500000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   52 -2.550000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   53 -2.600000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   54 -2.650000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   55 -2.700000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   56 -2.750000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   57 -2.800000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   58 -2.850000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   59 -2.900000e+001 8.936651e-002    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   60 -2.950000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   61 -3.000000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   62 -3.050000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   63 -3.100000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   64 -3.150000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   65 -3.200000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   66 -3.250000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   67 -3.300000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   68 -3.350000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   69 -3.400000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   70 -3.450000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   71 -3.500000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   72 -3.550000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   73 -3.600000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   74 -3.650000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   75 -3.700000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   76 -3.750000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   77 -3.800000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   78 -3.850000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   79 -3.900000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   80 -3.950000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   81 -4.000000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   82 -4.050000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   83 -4.100000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   84 -4.150000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   85 -4.200000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   86 -4.250000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   87 -4.300000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   88 -4.350000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   89 -4.400000e+001 9.363402e-002    4    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   90 -4.450000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   91 -4.500000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   92 -4.550000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   93 -4.600000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   94 -4.650000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   95 -4.700000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   96 -4.750000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   97 -4.800000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   98 -4.850000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   99 -4.900000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  100 -4.950000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  101 -5.000000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  102 -5.050000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  103 -5.100000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  104 -5.150000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  105 -5.200000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  106 -5.250000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  107 -5.300000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  108 -5.350000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  109 -5.400000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  110 -5.450000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  111 -5.500000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  112 -5.550000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  113 -5.600000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  114 -5.650000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  115 -5.700000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  116 -5.750000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  117 -5.800000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  118 -5.850000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  119 -5.900000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  120 -5.950000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  121 -6.000000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  122 -6.050000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  123 -6.100000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  124 -6.150000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  125 -6.200000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  126 -6.250000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  127 -6.300000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  128 -6.350000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  129 -6.400000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  130 -6.450000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  131 -6.500000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  132 -6.550000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  133 -6.600000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  134 -6.650000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  135 -6.700000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  136 -6.750000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  137 -6.800000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  138 -6.850000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  139 -6.900000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  140 -6.950000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  141 -7.000000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  142 -7.050000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  143 -7.100000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  144 -7.150000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  145 -7.200000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  146 -7.250000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  147 -7.300000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  148 -7.350000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  149 -7.400000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  150 -7.450000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  151 -7.500000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  152 -7.550000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  153 -7.600000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  154 -7.650000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  155 -7.700000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  156 -7.750000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  157 -7.800000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  158 -7.850000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  159 -7.900000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  160 -7.950000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  161 -8.000000e+001 9.177849e-002    5    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    0
